uniprot_id,ec_number,name,gene_symbol,organism,pdb_ids,molecular_weight,subunit_structure,sequence_length,ensembl_id
P50750,2.7.11.22,Cyclin-dependent kinase 9  (C-2K) (Cell division cycle 2-like protein kinase 4) (Cell division protein kinase 9) (Serine/threonine-protein kinase PITALRE) (Tat-associated kinase complex catalytic subunit),CDK9,Homo sapiens,3BLH;3BLQ;3BLR;3LQ5;3MI9;3MIA;3MY1;3TN8;3TNH;3TNI;4BCF;4BCG;4BCH;4BCI;4BCJ;4EC8;4EC9;4IMY;4OGR;4OR5;5L1Z;6CYT;6GZH;6W9E;6Z45;7NWK;8I0L;8K5R,42778,"Component of the super elongation complex (SEC), at least composed of EAF1, EAF2, CDK9, MLLT3/AF9, AFF (AFF1 or AFF4), the P-TEFb complex and ELL (ELL, ELL2 or ELL3). Associates with CCNT1/cyclin-T1, CCNT2/cyclin-T2 (isoform A and isoform B) or CCNK/cyclin-K to form active P-TEFb. P-TEFb forms a complex with AFF4/AF5Q31 and is part of the super elongation complex (SEC). Component of a complex which is composed of at least 5 members: HTATSF1/Tat-SF1, P-TEFb complex, RNA pol II, SUPT5H and NCL/nuc",372,ENSG00000136807
P51812,2.7.11.1,Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (Insulin-stimulated protein kinase 1) (ISPK-1) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (p,RPS6KA3,Homo sapiens,4D9T;4D9U;4JG6;4JG7;4JG8;4NUS;4NW5;4NW6;5D9K;5D9L;7OPO;8EQ5;8R58;8XEY;8XFY,83736,"Forms a complex with either MAPK1/ERK2 or MAPK3/ERK1 in quiescent cells. Transiently dissociates following mitogenic stimulation (By similarity). Interacts with NFATC4, ETV1/ER81 and FGFR1",740,ENSG00000177189
P53041,3.1.3.16,Serine/threonine-protein phosphatase 5 (PP5) (Protein phosphatase T) (PP-T) (PPT),PPP5C,Homo sapiens,1A17;1S95;1WAO;2BUG;3H60;3H61;3H62;3H63;3H64;3H66;3H67;3H68;3H69;4ZVZ;4ZX2;5HPE;5UI1;5WG8;7ZR5;7ZR6;8GAE;8GFT,56879,"Probably forms a complex composed of chaperones HSP90 and HSP70, co-chaperones STIP1/HOP, CDC37, PPP5C, PTGES3/p23, TSC1 and client protein TSC2 (PubMed:29127155). Probably forms a complex composed of chaperones HSP90 and HSP70, co-chaperones CDC37, PPP5C, TSC1 and client protein TSC2, CDK4, AKT, RAF1 and NR3C1; this complex does not contain co-chaperones STIP1/HOP and PTGES3/p23 (PubMed:29127155). Part of a complex with HSP90/HSP90AA1 and steroid receptors (By similarity). Interacts (via TPR re",499,ENSG00000011485
P54760,2.7.10.1,Ephrin type-B receptor 4 (Hepatoma transmembrane kinase) (Tyrosine-protein kinase TYRO11),EPHB4,Homo sapiens,2BBA;2E7H;2HLE;2QKQ;2VWU;2VWV;2VWW;2VWX;2VWY;2VWZ;2VX0;2VX1;2X9F;2XVD;2YN8;3ZEW;4AW5;4BB4;6FNI;6FNJ;6FNK;6FNL;6FNM,108270,Heterotetramer upon binding of the ligand. The heterotetramer is composed of an ephrin dimer and a receptor dimer. Oligomerization is probably required to induce biological responses (By similarity). Interacts with RASA1; the interaction depends on EPHB4 tyrosine-phosphorylation (PubMed:30578106),987,ENSG00000196411
P78527,2.7.11.1,DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (DNPK1) (Ser-473 kinase) (S473K) (p460),PRKDC,Homo sapiens,5LUQ;5W1R;5Y3R;6ZFP;6ZH2;6ZH4;6ZH6;6ZH8;6ZHA;6ZHE;7K0Y;7K10;7K11;7K19;7K1B;7K1J;7K1K;7K1N;7LT3;7NFC;7NFE;7OTM;7OTP;7OTV;7OTW;7OTY;7SGL;7SU3;7SUD;7TYR;7Z87;7Z88;8BH3;8BHV;8BHY;8BOT;8EZ9;8EZA;8EZB;8RD4;9G9L;9GD7;9Q9F;9QCR;9QCS;9QMS,469089,"DNA-PK is a heterotrimer of PRKDC and the Ku dimer (composed of XRCC6/Ku70 and XRCC5/Ku86) (PubMed:15758953, PubMed:25670504). Formation of this complex may be promoted by interaction with ILF3 (PubMed:9442054). Component of the core long-range non-homologous end joining (NHEJ) complex (also named DNA-PK complex) composed of PRKDC, LIG4, XRCC4, XRCC6/Ku70, XRCC5/Ku86 and NHEJ1/XLF (PubMed:15758953, PubMed:25670504, PubMed:33854234, PubMed:34352203). Additional component of the NHEJ complex inclu",4128,ENSG00000253729
Q03164,2.1.1.364,Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (ALL-1) (CXXC-type zinc finger protein 7) (Cysteine methyltransferase KMT2A) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [C,KMT2A,Homo sapiens,2AGH;2J2S;2JYI;2KKF;2KU7;2KYU;2LXS;2LXT;2MSR;2MTN;2W5Y;2W5Z;3EG6;3EMH;3LQH;3LQI;3LQJ;3P4F;3U85;3U88;4ESG;4GQ6;4NW3;5F5E;5F6L;5SVH;6EMQ;6KIU;6KIV;6KIX;6KIZ;6PWV;6PWW;6U9K;6U9M;6U9N;6U9R;6W5I;6W5M;6W5N;7MBM;7MBN;7RZD;7RZJ;7S79;7S7D;7S8A;7S8E;7S8F;7U5V,431764,"MLL cleavage product N320 heterodimerizes with MLL cleavage product C180 (via SET and FYRC domains). Component of some MLL1/MLL complex, at least composed of the core components KMT2A/MLL1, ASH2L, HCFC1/HCF1, HCFC2, WDR5, DPY30 and RBBP5, as well as the facultative components BACC1, CHD8, E2F6, HSP70, INO80C, KANSL1, LAS1L, MAX, MCRS1, MEN1, MGA, KAT8/MOF, PELP1, PHF20, PRP31, RING2, RUVB1/TIP49A, RUVB2/TIP49B, SENP3, TAF1, TAF4, TAF6, TAF7, TAF9 and TEX10 (PubMed:15199122, PubMed:15960975, PubM",3969,ENSG00000118058
Q04912,2.7.10.1,Macrophage-stimulating protein receptor (MSP receptor) (CDw136) (Protein-tyrosine kinase 8) (p185-Ron) (CD antigen CD136) [Cleaved into: Macrophage-stimulating protein receptor alpha chain; Macrophage-stimulating protein receptor beta chain],MST1R,Homo sapiens,3PLS;4FWW;4QT8;8ZKD,152241,"Heterodimer of an alpha chain and a beta chain which are disulfide linked. Binds PLXNB1. Associates with and is negatively regulated by HYAL2. Interacts when phosphorylated with downstream effectors including PIK3R1, PCLG1, GRB2 and GAB1. Interacts with integrin beta1/ITGB1 in a ligand-independent fashion",1400,ENSG00000164078
Q06124,3.1.3.48,Tyrosine-protein phosphatase non-receptor type 11 (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),PTPN11,Homo sapiens,2SHP;3B7O;3MOW;3O5X;3TKZ;3TL0;3ZM0;3ZM1;3ZM2;3ZM3;4DGP;4DGX;4GWF;4H1O;4H34;4JE4;4JEG;4JMG;4NWF;4NWG;4OHD;4OHE;4OHH;4OHI;4OHL;4PVG;4QSY;4RDD;5BK8;5DF6;5EHP;5EHR;5I6V;5IBM;5IBS;5X7B;5X94;5XZR;6ATD;6BMR;6BMU;6BMV;6BMW;6BMX;6BMY;6BN5;6CMP;6CMQ;6CMR;6CMS,68011,"Interacts with phosphorylated LIME1 and BCAR3. Interacts with SHB and INPP5D/SHIP1 (By similarity). Interacts with MILR1 (tyrosine-phosphorylated). Interacts with FLT1 (tyrosine-phosphorylated), FLT3 (tyrosine-phosphorylated), FLT4 (tyrosine-phosphorylated), KIT and GRB2. Interacts with PDGFRA (tyrosine phosphorylated). Interacts (via SH2 domain) with TEK/TIE2 (tyrosine phosphorylated) (By similarity). Interacts with PTPNS1 and CD84. Interacts with phosphorylated SIT1 and MPZL1. Interacts with F",593,ENSG00000179295
Q13131,2.7.11.1,5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (Tau-protein kinase PRKAA1),PRKAA1,Homo sapiens,4RED;4RER;4REW;5EZV;6C9F;6C9G;6C9H;6C9J;7JHG;7JHH;7JIJ;7M74,64009,"AMPK is a heterotrimer of an alpha catalytic subunit (PRKAA1 or PRKAA2), a beta (PRKAB1 or PRKAB2) and a gamma non-catalytic subunits (PRKAG1, PRKAG2 or PRKAG3) (PubMed:21680840). Interacts with FNIP1 and FNIP2 (PubMed:17028174, PubMed:18403135, PubMed:18663353). Interacts with LACC1; this interaction may regulate macrophage autophagic flux",559,ENSG00000132356
Q13233,2.3.2.27,Mitogen-activated protein kinase kinase kinase 1 (MAPK/ERK kinase kinase 1) (MEK kinase 1) (MEKK 1),MAP3K1,Homo sapiens,6WHB,164470,"Binds both upstream activators and downstream substrates in multimolecular complexes through its N-terminus (PubMed:9808624). Oligomerizes after binding MAP2K4 or TRAF2 (PubMed:9808624). Interacts with AXIN1 (PubMed:12223491, PubMed:15262978). Interacts (via the kinase catalytic domain) with STK38 (PubMed:17906693). Interacts with GRIPAP1 (PubMed:17761173)",1512,ENSG00000095015
Q13873,2.7.11.30,Bone morphogenetic protein receptor type-2 (BMP type-2 receptor) (BMPR-2) (Bone morphogenetic protein receptor type II) (BMP type II receptor) (BMPR-II),BMPR2,Homo sapiens,2HLQ;3G2F;6UNP;7PPA;7PPB;7PPC;7U5O,115201,Interacts with GDF5 (PubMed:21976273). Interacts with BMP4 (PubMed:29212066). Interacts with SCUBE3 (PubMed:33308444). Interacts with TSC22D1/TSC-22 (PubMed:21791611). Interacts with activin A/INHBA (PubMed:24018044),1038,ENSG00000204217
Q14004,2.7.11.22,Cyclin-dependent kinase 13  (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller),CDK13,Homo sapiens,5EFQ;7NXJ,164923,(Microbial infection) Interacts with human herpes virus 1 (HHV-1) transcriptional regulator ICP22,1512,ENSG00000065883
Q14432,3.1.4.17,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A (Cyclic GMP-inhibited phosphodiesterase A) (CGI-PDE A) (cGMP-inhibited cAMP phosphodiesterase) (cGI-PDE)",PDE3A,Homo sapiens,7EG0;7EG1;7EG4;7KWE;7L27;7L28;7L29;7LRC;7LRD,124979,"Homodimer (PubMed:34272366, PubMed:8155697). Interacts with SLFN12; direct low affinity interaction which is stimulated by binding of 17beta-estradiol/E2 to PDE3A and that positively regulates the ribonuclease activity of SLFN12 (PubMed:31420216, PubMed:34272366, PubMed:34707099, PubMed:35104454)",1141,ENSG00000172572
Q15118,2.7.11.2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)",PDK1,Homo sapiens,2Q8F;2Q8G;2Q8H;9M3O;9M3P,49244,"Homodimer, and heterodimer with PDK2 (PubMed:17683942). Interacts with the pyruvate dehydrogenase complex subunit DLAT, and is part of the multimeric pyruvate dehydrogenase complex that contains multiple copies of pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (DLAT, E2) and lipoamide dehydrogenase (DLD, E3) (By similarity). Interacts with phosphoglycerate kinase PGK1; the interaction is direct, occurs under hypoxic conditions and leads to PDK1-mediated inhibition of pyruvate de",436,ENSG00000152256
Q15303,2.7.10.1,Receptor tyrosine-protein kinase erbB-4 (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)],ERBB4,Homo sapiens,2AHX;2L2T;2LCX;2R4B;3BBT;3BBW;3BCE;3U2P;3U7U;3U9U;8U4I;8U4J;8U4K;8U4L,146808,"Monomer in the absence of bound ligand. Homodimer or heterodimer with another ERBB family member upon ligand binding, thus forming heterotetramers. Interacts with EGFR and ERBB2. Interacts with CBFA2T3 (By similarity). Interacts with DLG2 (via its PDZ domain), DLG3 (via its PDZ domain), DLG4 (via its PDZ domain) and SNTB2 (via its PDZ domain). Interacts with MUC1. Interacts (via its PPxy motifs) with WWOX. Interacts (via the PPxY motif 3 of isoform JM-A CYT-2) with YAP1 (via the WW domain 1 of i",1308,ENSG00000178568
Q15392,1.3.1.72,Delta(24)-sterol reductase (24-dehydrocholesterol reductase) (3-beta-hydroxysterol Delta-24-reductase) (Diminuto/dwarf1 homolog) (Seladin-1),DHCR24,Homo sapiens,,60101,Interacts with DHCR7; this interaction regulates DHCR7 activity,516,ENSG00000116133
Q16288,2.7.10.1,NT-3 growth factor receptor (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase),NTRK3,Homo sapiens,1WWC;3V5Q;4YMJ;6KZC;6KZD,94428,Exists in a dynamic equilibrium between monomeric (low affinity) and dimeric (high affinity) structures (By similarity). Binds SH2B2. Interacts with SQSTM1 and KIDINS220 (By similarity). Interacts with PTPRS (PubMed:25385546). Interacts with MAPK8IP3/JIP3 (By similarity),839,ENSG00000140538
Q16739,2.4.1.80,Ceramide glucosyltransferase (GLCT-1) (Glucosylceramide synthase) (GCS) (Glycosylceramide synthase) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase),UGCG,Homo sapiens,,44854,Interacts with RTN1; regulates the ceramide glucosyltransferase activity of UGCG,394,ENSG00000148154
Q16832,2.7.10.1,"Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD",DDR2,Homo sapiens,2WUH;2Z4F;6FER;7AYM;7AZB,96736,"Binds hydroxyproline-rich sequence motifs in fibrillar, glycosylated collagen, such as the GQOGVMGFO motif, where O stands for hydroxyproline. Interacts with SRC. Interacts (tyrosine phosphorylated) with SHC1",855,ENSG00000162733
Q92793,2.3.1.48,CREB-binding protein (Histone lysine acetyltransferase CREBBP) (Protein lactyltransferas CREBBP) (Protein-lysine acetyltransferase CREBBP),CREBBP,Homo sapiens,1JSP;1LIQ;1RDT;1WO3;1WO4;1WO5;1WO6;1WO7;1ZOQ;2D82;2KJE;2KWF;2L84;2L85;2LXS;2LXT;2N1A;2RNY;3DWY;3P1C;3P1D;3P1E;3P1F;3SVH;4A9K;4N3W;4N4F;4NR4;4NR5;4NR6;4NR7;4NYV;4NYW;4NYX;4OUF;4TQN;4TS8;4WHU;4YK0;5CGP;5DBM;5EIC;5ENG;5EP7;5GH9;5H85;5I83;5I86;5I89;5I8B,265351,Found in a complex containing NCOA2; NCOA3; IKKA; IKKB and IKBKG. Probably part of a complex with HIF1A and EP300. Interacts with GATA1; the interaction results in acetylation and enhancement of transcriptional activity of GATA1. Interacts with MAF and ZCCHC12. Interacts with DAXX; the interaction is dependent on CBP sumoylation and results in suppression of the transcriptional activity via recruitment of HDAC2 to DAXX (By similarity). Interacts with phosphorylated CREB1. Interacts with CITED4 (,2442,ENSG00000005339
Q92851,3.4.22.63,Caspase-10 (CASP-10) (Apoptotic protease Mch-4) (FAS-associated death domain protein interleukin-1B-converting enzyme 2) (FLICE2) (ICE-like apoptotic protease 4) [Cleaved into: Caspase-10 subunit p23/17; Caspase-10 subunit p12],CASP10,Homo sapiens,,58951,"Heterotetramer that consists of two anti-parallel arranged heterodimers, each one formed by a 23/17 kDa (p23/17) (depending on the splicing events) and a 12 kDa (p12) subunit (By similarity). Self-associates. Interacts with FADD and CASP8. Found in a Fas signaling complex consisting of FAS, FADD, CASP8 and CASP10. Interacts with RFFL and RNF34; negatively regulate CASP10 through proteasomal degradation. Interacts with RIOK3",521,ENSG00000003400
Q9GZT9,1.14.11.29,Egl nine homolog 1 (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20),EGLN1,Homo sapiens,2G19;2G1M;2HBT;2HBU;2Y33;2Y34;3HQR;3HQU;3OUH;3OUI;3OUJ;4BQW;4BQX;4BQY;4JZR;4KBZ;4UWD;5A3U;5L9B;5L9R;5L9V;5LA9;5LAS;5LAT;5LB6;5LBB;5LBC;5LBE;5LBF;5OX5;5OX6;5V18;6NMQ;6QGV;6ST3;6YVT;6YVW;6YVX;6YVZ;6YW0;6YW1;6YW2;6YW3;6YW4;6ZBN;6ZBO;7Q5V;7Q5X;7UJV;7UMP,46021,"Monomer. Interacts with ING4; the interaction inhibits the hydroxylation of HIF alpha proteins. Interacts with PTGES3 (via PXLE motif); thereby recruiting EGLN1 to the HSP90 pathway to facilitate HIF alpha proteins hydroxylation. Interacts with LIMD1. Found in a complex composed of LIMD1, VHL, EGLN1/PHD2, ELOB and CUL2. Interacts with EPAS1. Interacts with CBFA2T3 (PubMed:25974097). Interacts with HIF1A (PubMed:25974097)",426,ENSG00000135766
Q9H8P0,1.3.1.22,Polyprenal reductase (3-oxo-5-alpha-steroid 4-dehydrogenase 3) (Steroid 5-alpha-reductase 2-like) (Steroid 5-alpha-reductase 3) (S5AR 3) (SR type 3),SRD5A3,Homo sapiens,,36521,,318,ENSG00000128039
Q9NQH7,3.4.11.9,Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (Aminopeptidase P3) (APP3),XPNPEP3,Homo sapiens,5X49,57034,Homodimer (PubMed:28476889). Isoform 1 interacts with TNFRSF1B/TNFR2 (activated) and TRAF2 (PubMed:25609706),507,ENSG00000196236
Q9Y233,3.1.4.17,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,Homo sapiens,2OUN;2OUP;2OUQ;2OUR;2OUS;2OUU;2OUV;2OUY;2WEY;2Y0J;2ZMF;3SN7;3SNI;3SNL;3UI7;3UUO;3WI2;3WS8;3WS9;3WYK;3WYL;3WYM;4AEL;4AJD;4AJF;4AJG;4AJM;4BBX;4DDL;4DFF;4FCB;4FCD;4HEU;4HF4;4LKQ;4LLJ;4LLK;4LLP;4LLX;4LM0;4LM1;4LM2;4LM3;4LM4;4MRW;4MRZ;4MS0;4MSA;4MSC;4MSE,114946,Homodimer,1055,ENSG00000112541
O00763,6.4.1.2,Acetyl-CoA carboxylase 2 (ACC-beta),ACACB,Homo sapiens,2DN8;2HJW;2KCC;3FF6;3GID;3GLK;3JRW;3JRX;3TDC;4HQ6;5KKN,276541,"Monomer, homodimer, and homotetramer (PubMed:18772397, PubMed:20952656). Forms filamentous polymers (PubMed:19900410, PubMed:20457939, PubMed:20952656). Interacts with MID1IP1; interaction with MID1IP1 promotes oligomerization and increases its activity in a citrate-dependent manner (PubMed:20457939, PubMed:20952656)",2458,ENSG00000076555
O14802,2.7.7.6,DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160),POLR3A,Homo sapiens,7A6H;7AE1;7AE3;7AEA;7AST;7D58;7D59;7DN3;7DU2;7FJI;7FJJ;8ITY;8IUE;8IUH;9FSO;9FSP;9FSQ;9FSR;9FSS;9K2G;9K36;9K38;9K39;9K3B;9K3U;9K3V;9LKT;9LXN;9LXO,155641,"Component of the RNA polymerase III (Pol III) (Pol III) complex consisting of 17 subunits: a ten-subunit catalytic core composed of POLR3A/RPC1, POLR3B/RPC2, POLR1C/RPAC1, POLR1D/RPAC2, POLR3K/RPC10, POLR2E/RPABC1, POLR2F/RPABC2, POLR2H/RPABC3, POLR2K/RPABC4 and POLR2L/RPABC5; a mobile stalk composed of two subunits POLR3H/RPC8 and CRCP/RPC9, protruding from the core and functioning primarily in transcription initiation; and additional subunits homologous to general transcription factors of the ",1390,ENSG00000148606
O14965,2.7.11.1,Aurora kinase A (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Breast tumor-amplified kinase) (Ipl1- and aurora-related kinase 1) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase Ayk1) (Serine/threonine-protein ki,AURKA,Homo sapiens,1MQ4;1MUO;1OL5;1OL6;1OL7;2BMC;2C6D;2C6E;2DWB;2J4Z;2J50;2NP8;2W1C;2W1D;2W1E;2W1F;2W1G;2WQE;2WTV;2WTW;2X6D;2X6E;2X81;2XNE;2XNG;2XRU;3COH;3E5A;3EFW;3FDN;3H0Y;3H0Z;3H10;3HA6;3K5U;3LAU;3M11;3MYG;3NRM;3O50;3O51;3P9J;3QBN;3R21;3R22;3UNZ;3UO4;3UO5;3UO6;3UOD,45823,"Part of a complex composed of NEDD9, AURKA and CTTN; within the complex NEDD9 acts as a scaffold protein and is required for complex formation (PubMed:24574519). Identified in a complex with AUNIP and NIN (PubMed:20596670). Interacts with FBXL7 (By similarity). Interacts with CPEB1, JTB, TACC1, TPX2, PPP2CA, as well as with the protein phosphatase type 1 (PP1) isoforms PPP1CA, PPP1CB and PPP1CC (PubMed:11551964, PubMed:14580337, PubMed:14603251, PubMed:15966895, PubMed:17229885, PubMed:18662907,",403,ENSG00000087586
O60674,2.7.10.2,Tyrosine-protein kinase JAK2 (Janus kinase 2) (JAK-2),JAK2,Homo sapiens,2B7A;2W1I;2XA4;3E62;3E63;3E64;3FUP;3IO7;3IOK;3JY9;3KCK;3KRR;3LPB;3Q32;3RVG;3TJC;3TJD;3UGC;3ZMM;4AQC;4BBE;4BBF;4C61;4C62;4D0W;4D0X;4D1S;4E4M;4E6D;4E6Q;4F08;4F09;4FVP;4FVQ;4FVR;4GFM;4GMY;4HGE;4IVA;4JI9;4JIA;4P7E;4YTC;4YTF;4YTH;4YTI;4Z32;4ZIM;5AEP;5CF4,130674,"Interacts with EPOR, LYN, SIRPA, SH2B1 and TEC (By similarity). Interacts with IL23R (PubMed:12023369). Interacts with SKB1 (PubMed:10531356). Interacts with STAM2 (PubMed:10899310). Interacts with IFNGR2 (via intracellular domain) (PubMed:7615558, PubMed:7673114). Interacts with LEPR (Isoform B) (By similarity). Interacts with HSP90AB1; promotes functional activation in a heat shock-dependent manner (PubMed:20353823). Interacts with STRA6 (PubMed:21368206). Interacts with RHEX; this interaction",1132,ENSG00000096968
O75907,2.3.1.20,Diacylglycerol O-acyltransferase 1 (ACAT-related gene product 1) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (Diglyceride acyltransferase),DGAT1,Homo sapiens,6VP0;6VYI;6VZ1;8ESM;8ETM,55278,Homodimer or homotetramer; both forms have similar enzymatic activities,488,ENSG00000185000
O96017,2.7.11.1,Serine/threonine-protein kinase Chk2 (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2),CHEK2,Homo sapiens,1GXC;2CN5;2CN8;2W0J;2W7X;2WTC;2WTD;2WTI;2WTJ;2XBJ;2XK9;2XM8;2XM9;2YCF;2YCQ;2YCR;2YCS;2YIQ;2YIR;2YIT;3I6U;3I6W;3VA4;4A9R;4A9S;4A9T;4A9U;4BDA;4BDB;4BDC;4BDD;4BDE;4BDF;4BDG;4BDH;4BDI;4BDJ;4BDK,60915,Homodimer. Homodimerization is part of the activation process but the dimer may dissociate following activation. Interacts with PML. Interacts with TP53. Interacts with RB1; phosphorylates RB1. Interacts with BRCA1. Interacts (phosphorylated at Thr-68) with MDC1; requires ATM-mediated phosphorylation of CHEK2. Interacts with TP53BP1; modulates CHEK2 phosphorylation at Thr-68 in response to ionizing radiation. Interacts with CDC25A; phosphorylates CDC25A and mediates its degradation in response t,543,ENSG00000183765
P00488,2.3.2.13,Coagulation factor XIII A chain (Coagulation factor XIIIa) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain),F13A1,Homo sapiens,1EVU;1EX0;1F13;1FIE;1GGT;1GGU;1GGY;1QRK;4KTY;5MHL;5MHM;5MHN;5MHO;8CMT;8CMU,83268,Tetramer of two A chains (F13A1) and two B (F13B) chains,732,ENSG00000124491
P00491,2.4.2.1,Purine nucleoside phosphorylase (PNP) (Inosine phosphorylase) (Inosine-guanosine phosphorylase),PNP,Homo sapiens,1M73;1PF7;1PWY;1RCT;1RFG;1RR6;1RSZ;1RT9;1ULA;1ULB;1V2H;1V3Q;1V41;1V45;1YRY;2A0W;2A0X;2A0Y;2OC4;2OC9;2ON6;2Q7O;3BGS;3D1V;3GB9;3GGS;3INY;3K8O;3K8Q;3PHB;4EAR;4EB8;4ECE;4GKA;5ETJ;5UGF;7ZSL;7ZSM;7ZSN;7ZSO;7ZSP,32118,Homotrimer,289,ENSG00000198805
P00915,4.2.1.1,Carbonic anhydrase 1 (Carbonate dehydratase I) (Carbonic anhydrase B) (CAB) (Carbonic anhydrase I) (CA-I) (Cyanamide hydratase CA1),CA1,Homo sapiens,1AZM;1BZM;1CRM;1CZM;1HCB;1HUG;1HUH;1J9W;1JV0;2CAB;2FOY;2FW4;2IT4;2NMX;2NN1;2NN7;3LXE;3W6H;3W6I;4WR7;4WUP;4WUQ;5E2M;5GMM;6EVR;6EX1;6F3B;6FAF;6FAG;6G3V;6HWZ;6I0J;6I0L;6SWM;6XZE;6XZO;6XZS;6XZX;6XZY;6Y00;7PLF;7Q0D;7QOB;7ZL5;8CDX;8CDZ;8Q6L;8Q7G;8QGV;8QQ9,28870,,261,ENSG00000133742
P04049,2.7.11.1,RAF proto-oncogene serine/threonine-protein kinase (Proto-oncogene c-RAF) (cRaf) (Raf-1),RAF1,Homo sapiens,1C1Y;1FAQ;1FAR;1GUA;1RFA;3CU8;3IQJ;3IQU;3IQV;3KUC;3KUD;3NKX;3O8I;3OMV;4FJ3;4G0N;4G3X;4IEA;4IHL;6NTC;6NTD;6PTS;6PTW;6VJJ;6XGU;6XGV;6XHA;6XHB;6XI7;7JHP;7Z37;7Z38;8A68;8A6F;8A6H;8ATR;8ATS;8AV0;8CHF;8CPD;8EPW;8GAE;8GFT;8JNA;8JNB;8JOF;8JOG;8Q5C;8S42;8T74,73052,"Monomer. Homodimer. Heterodimerizes with BRAF and this heterodimer possesses a highly increased kinase activity compared to the respective homodimers or monomers (PubMed:16508002). Heterodimerization is mitogen-regulated and enhanced by 14-3-3 proteins (PubMed:16508002). MAPK1/ERK2 activation can induce a negative feedback that promotes the dissociation of the heterodimer (PubMed:16508002). Forms a multiprotein complex with Ras (M-Ras/MRAS), SHOC2 and protein phosphatase 1 (PPP1CA, PPP1CB and PP",648,ENSG00000132155
P04070,3.4.21.69,Vitamin K-dependent protein C (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide],PROC,Homo sapiens,1AUT;1LQV;3F6U;3JTC;4DT7;6M3B;6M3C;8JRU;8JRV;9BVM;9MOT;9MOV,52071,"Synthesized as a single chain precursor, which is cleaved into a light chain and a heavy chain held together by a disulfide bond. The enzyme is then activated by thrombin, which cleaves a tetradecapeptide from the amino end of the heavy chain; this reaction, which occurs at the surface of endothelial cells, is strongly promoted by thrombomodulin. Interacts (activated) with iripin-8, a serine protease inhibitor from Ixodes ricinus saliva (PubMed:34502392)",461,ENSG00000115718
